OBJECTID_1,OBJECTID,PARKID,PARKNAME,OWNERNAME,OWNCODE,OWNERTYPE,SHAPE_AREA,SHAPE_LEN
0,301,301,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,13459130.69989999942,65347.01488850000
0,302,302,MISSION BEACH PARK,CITY OF SAN DIEGO,10,City,2400121.85236999998,31764.85063620000
0,303,303,MISSION HEIGHTS PARK,CITY OF SAN DIEGO,10,City,490247.24805200001,3400.87788765000
0,305,305,MISSION HILLS PARK,CITY OF SAN DIEGO,10,City,295857.70149000001,3828.39259738000
0,307,307,MISSION TRAILS REGIONAL PARK,CITY OF LA MESA,10,City,289797.41417100001,2839.21333383000
0,308,308,MISSION TRAILS REGIONAL PARK,CITY OF SAN DIEGO,10,City,480378.88851999998,5357.10753415000
0,311,311,MONTEREY HEIGHTS PARK,CITY OF LEMON GROVE,10,City,208913.03745900001,2203.40825161000
0,312,312,MONTEZUMA PARK,CITY OF SAN DIEGO,10,City,68536.80013620001,1077.33540776000
0,313,313,MONTGOMERY WALLER COMMUNITY PARK,CITY OF SAN DIEGO,10,City,2564281.23802000005,6694.67837436000
0,0,0,UNION PLACE CIRCLE MINI-PARK,CITY OF SAN DIEGO,10,City,6569.90293701000,502.99629821200
0,0,0,AVIARY PARK,CITY OF SAN DIEGO,10,City,98182.66537980000,1303.24418428000
0,0,0,"SESSIONS, K O MEM PK  512",CITY OF SAN DIEGO,10,City,3704.62697536000,248.74446873200
0,0,0,SUNSHINE BERARDINI FIELD,CITY OF SAN DIEGO,10,City,725.21540859700,120.36955781400
0,0,0,SUNSHINE BERARDINI FIELD,CITY OF SAN DIEGO,10,City,33500.95968680000,856.60710362300
0,0,0,TORREY DEL MAR PARK,CITY OF SAN DIEGO,10,City,160181.14793599999,2103.88805970000
0,0,0,CABRILLO S MINI-PARK,CITY OF SAN DIEGO,10,City,5054.02805193000,379.87558118800
0,0,0,CANYON VIEW POCKET PK,CITY OF SAN DIEGO,10,City,65196.89315490000,1272.39275900000
0,0,0,TORREY PINES PARK,CITY OF SAN DIEGO,10,City,541559.74945700006,3438.73618916000
0,0,0,MIRAMAR OVERLOOK PARK,CITY OF SAN DIEGO,10,City,265282.79298999999,3028.19153834000
0,0,0,CARMEL MTN RCH POOL,CITY OF SAN DIEGO,10,City,59101.46781580000,1063.33161523000
0,0,0,CLAY PARK,CITY OF SAN DIEGO,10,City,19328.74763130000,921.31566677400
0,0,0,CITY HTS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,21334.39338080000,843.43505320500
0,0,0,SUNSET CLIFFS PARK,CITY OF SAN DIEGO,10,City,619447.06048500002,14049.73283200000
0,0,0,SUNSHINE BERARDINI FIELD,CITY OF SAN DIEGO,10,City,253504.26913400000,2218.59854437000
0,0,0,DOROTHY PETWAY PARK,CITY OF SAN DIEGO,10,City,118384.64148599999,1913.44203393000
0,0,0,TORREY RCH NBRHD PARK,CITY OF SAN DIEGO,10,City,232561.01324199999,2039.74568004000
0,0,0,SEMILLON MINI-PARK,CITY OF SAN DIEGO,10,City,18964.89392490000,659.14783350100
0,0,0,VIA D NORTE MINI-PARK,CITY OF SAN DIEGO,10,City,15841.28075090000,633.04974111700
0,0,0,CAMPLAND PARK 522,CITY OF SAN DIEGO,10,City,933256.98267800000,5343.43983614000
0,0,0,CITY HTS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,11873.57747200000,678.52957059100
0,0,0,CABRILLO N MINI-PARK,CITY OF SAN DIEGO,10,City,9887.63407498000,528.47611488000
0,0,0,DAVIS HOUSE MINI-PARK,CITY OF SAN DIEGO,10,City,5164.54095200000,307.15290397500
0,0,0,FATHER BROCKHAUS PK ACCES,CITY OF SAN DIEGO,10,City,5148.74299344000,323.33757714600
0,149,149,CLAY PARK,CITY OF SAN DIEGO,10,City,223640.96824700001,2079.89136387000
0,0,0,CARMEL VALLEY COMMUNITY PARK,CITY OF SAN DIEGO,10,City,815638.58926599997,4638.80790537000
0,0,0,BARNETT RANCH PRESERVE,COUNTY OF SAN DIEGO,20,County,39135.78292010000,796.22759656000
0,0,0,EL CAPITAN PRESERVE,COUNTY OF SAN DIEGO,20,County,28489.32996490000,783.38937548400
0,0,0,HELLHOLE CANYON PRESERVE,COUNTY OF SAN DIEGO,20,County,271154.75238399999,2083.70375496000
0,0,0,MT. GOWER PRESERVE,COUNTY OF SAN DIEGO,20,County,306896.18144299998,2192.63924113000
0,0,0,OAKOASIS PRESERVE,COUNTY OF SAN DIEGO,20,County,185946.96307200001,1734.17666473000
0,0,0,SAN ELIJO LAGOON NATURE CENTER,COUNTY OF SAN DIEGO,20,County,24524443.60370000079,55497.23110000000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,107274.31491400000,1311.24900326000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,144224.81778400001,1520.70808185000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,159929.80971800000,1612.60952028000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,140292.78805800001,1506.68807509000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,207110.83877999999,1828.82480634000
0,0,0,SANTA YSABEL EAST PRESERVE,COUNTY OF SAN DIEGO,20,County,133329.75488800000,1472.89342612000
0,0,0,VOLCAN MOUNTAIN WILDERNESS PRESERVE,COUNTY OF SAN DIEGO,20,County,394511.87505500001,3428.48435599000
0,0,0,SIMON PRESERVE,COUNTY OF SAN DIEGO,20,County,331021.03472900001,2345.18773015000
0,0,0,SIMON PRESERVE,COUNTY OF SAN DIEGO,20,County,54977.09782840000,1012.16550699000
0,0,0,CORAL GATE PARK,CITY OF SAN DIEGO,10,City,130841.34162900000,1459.72947952000
0,0,0,BERRY PARK            733,CITY OF SAN DIEGO,10,City,160792.86000799999,1756.84635042000
0,576908,0,AERIE PARK,COUNTY OF SAN DIEGO,20,County,1787306.54175999993,5361.83273506000
0,0,0,AGUA CALIENTE PARK,STATE OF CALIFORNIA,30,State,2354492.18282999983,6273.12302518000
0,0,0,CAMPO STONE STORE,COUNTY OF SAN DIEGO,20,County,35720.39337320000,855.21445725500
0,0,0,CLEMMENS LANE,COUNTY OF SAN DIEGO,20,County,24352.38499620000,653.31763337700
0,0,0,COTTONWOOD (WINDRIVER) PARK,COUNTY OF SAN DIEGO,20,County,237454.46631799999,2202.30620612000
0,0,0,COLE GRADE PARK,VALLEY CENTER COMMUNITY SERVICES DIST,25,School District,393510.65671100002,3703.53875106000
0,0,0,DAMON LANE PARK,COUNTY OF SAN DIEGO,20,County,1301271.16611999995,5640.78787311000
0,0,0,FELICITA REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,2263495.46343000000,7235.54101504000
0,0,0,GUAJOME REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,2814065.14792999998,9209.96945402000
0,0,0,JESS MARTIN PARK,COUNTY OF SAN DIEGO,20,County,367126.59631599998,3224.68567761000
0,0,0,HILLSDALE PARK,CAJON VALLEY UNION SCHOOL DISTRICT,25,School District,23102.60920270000,618.08884960800
0,601573,0,LAKESIDE SPORTS PARK,COUNTY OF SAN DIEGO,20,County,658558.96022699995,3488.60913495000
0,193983,0,LINCOLN ACRES PARK,COUNTY OF SAN DIEGO,20,County,21032.57743140000,645.93310747600
0,0,0,LONNY BREWER (AVOCADO) PARK,COUNTY OF SAN DIEGO,20,County,228346.27746099999,1997.64650811000
0,0,0,LOS PENASQUITOS ADOBE PRESERVE,COUNTY OF SAN DIEGO,20,County,440340.82709500002,2665.26514726000
0,0,0,OTAY LAKES REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,1916519.50686999992,8007.18004088000
0,0,0,OTAY VALLEY REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,183408.54372600000,1983.21732187000
0,0,0,PINE VALLEY REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,748257.08383300004,3662.98738064000
0,0,0,POTRERO PARK,COUNTY OF SAN DIEGO,20,County,2935713.84132000012,7596.85167160000
0,0,0,QUAIL BOTANICAL GARDENS,COUNTY OF SAN DIEGO,20,County,1233163.32700999989,5154.95070606000
0,0,0,ADAMS COMMUNITY PARK,VALLEY CENTER-PAUMA UNIFIED SCHOOL DIST,25,School District,252942.30694000001,2095.79141518000
0,0,0,STELZER REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,640174.55263699999,4149.23618155000
0,0,0,SWEETWATER LANE SPORTSFILED,COUNTY OF SAN DIEGO,20,County,454169.20645400003,2732.28781982000
0,0,0,SWEETWATER REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,2070992.40357000008,9665.88913790000
0,0,0,SWEETWATER SUMMIT PARK,COUNTY OF SAN DIEGO,20,County,1648563.26014999999,9524.25172972000
0,0,0,VALLECITO STAGE STATION REGIONAL PARK & HISTORIC SITE,COUNTY OF SAN DIEGO,20,County,579378.63060399995,4097.32912145000
0,0,0,VALLEY CENTER COMMUNITY PARK,VALLEY CENTER COMMUNITY SERVICES DIST,29,Other Special,996425.45812700002,4952.59581746000
0,0,0,WHALEY HOUSE COMPLEX,COUNTY OF SAN DIEGO,20,County,22221.52483000000,596.95297847500
0,0,0,WILLIAM HEISE REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,6501423.88255999982,13014.82065710000
0,0,0,WOODHAVEN PARK,COUNTY OF SAN DIEGO,20,County,357779.08818600001,2732.75922261000
0,0,0,EL CAMPO SANTO,CITY OF SAN DIEGO,10,City,12012.54010650000,437.06854915400
0,0,0,WABASH MINI-PARK,CITY OF SAN DIEGO,10,City,5711.36079194000,340.61133801400
0,0,0,SUNSET CLIFFS PARK,CITY OF SAN DIEGO,10,City,2303698.41913999990,10508.39533230000
0,0,0,DEL MAR TRAILS PARK,CITY OF SAN DIEGO,10,City,130660.57123500000,1838.30853885000
0,0,0,MT. GOWER PRESERVE,COUNTY OF SAN DIEGO,20,County,306896.18144299998,2192.63924113000
0,0,0,TIJUANA RIVER VALLEY REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,820485.10216100002,3929.91236677000
0,339,339,OCEANSIDE CITY BEACH,CITY OF OCEANSIDE,10,City,443119.58573200001,11794.28070180000
0,141,141,CHASE FIELD,CITY OF CARLSBAD,10,City,118815.38846800000,1375.49480332000
0,892,742,MOUNT SAN MIGUEL PARK,CITY OF CHULA VISTA,10,City,151542.05862299999,1617.43084936000
0,0,0,PORTER PARK,CITY OF LA MESA,10,City,33476.29004960000,1006.68117264000
0,0,0,EL NORTE,CITY OF ESCONDIDO,10,City,57532.06381410000,1554.35478201000
0,0,0,OCEAN AIR COMMUNITY PARK,CITY OF SAN DIEGO,10,City,744963.96888299996,4353.23507107000
0,0,0,STONEBRIDGE PARK,CITY OF SAN DIEGO,10,City,355291.26415000000,2440.90963149000
0,0,0,TOWN CENTER COMMUNITY PARK,CITY OF SANTEE,10,City,2540876.39412999991,7385.34982760000
0,0,0,EASTLAKE BEACH CLUB,PRIVATE,500,Private,175193.46055300001,2129.13316540000
0,486,486,MARIE WIDMAN MEMORIAL PARK,CITY OF SAN DIEGO,10,City,51196.93254090000,1268.42370589000
0,0,479,WELLS PARK,CITY OF EL CAJON,10,CITY,698534.98678899999,5566.88557131000
0,0,0,HILLSIDE PARK,CITY OF EL CAJON,10,City,969717.72197299998,8238.73575181000
0,0,0,TUNA HARBOR PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,66903.93455060000,1895.16481937000
0,497,497,,COUNTY OF SAN DIEGO,20,County,410519.55535500002,2868.90044455000
0,0,0,RANCHO GUAJOME ADOBE COUNTY PARK,COUNTY OF SAN DIEGO,20,County,2870764.30902000004,8609.08932658000
0,0,0,CACTUS PARK,COUNTY OF SAN DIEGO,20,County,1448546.61700999993,8017.08701994000
0,504,504,EUCALYPTUS COUNTY PARK,COUNTY OF SAN DIEGO,20,County,294005.57663500000,2530.62173720000
0,0,0,HILTON HEAD PARK,COUNTY OF SAN DIEGO,20,County,431579.41728499997,2684.90431670000
0,0,0,LIVE OAK PARK,COUNTY OF SAN DIEGO,20,County,1171985.56578999991,7975.67395239000
0,502,502,EL MONTE COUNTY PARK,COUNTY OF SAN DIEGO,20,County,1038586.58478000003,5187.11250812000
0,0,0,SAN DIEGUITO REGIONAL PARK,COUNTY OF SAN DIEGO,20,County,4838270.44532999955,10998.54408380000
0,0,0,PALOMAR PARK,COUNTY OF SAN DIEGO,20,County,153831.03874500000,2207.73911486000
0,511,511,LAMAR COUNTY PARK,COUNTY OF SAN DIEGO,20,County,380120.68268799997,3102.13759419000
0,0,0,BARNETT RANCH PRESERVE,COUNTY OF SAN DIEGO,20,County,57897.88684440000,946.99879752500
0,49,49,PERLMAN MINI-PARK,CITY OF SAN DIEGO,10,City,13162.15684940000,458.96154494100
0,417,417,"SESSIONS, KATE O MEMORIAL PARK",CITY OF SAN DIEGO,10,City,748826.45588499994,4108.63223418000
0,151,151,CLIFFRIDGE PARK,CITY OF SAN DIEGO,10,City,261199.43370400000,2388.36673713000
0,292,292,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,791361.58727699996,8599.03421421000
0,207,207,HOLLYWOOD PARK,CITY OF SAN DIEGO,10,City,591012.24116099998,6410.15596990000
0,23,23,CEDAR RIDGE MINI PARK,CITY OF SAN DIEGO,10,City,25004.22809560000,819.76070950100
0,463,463,UNIVERSITY GARDENS PARK,CITY OF SAN DIEGO,10,City,580155.25854299997,2907.19484951000
0,94,94,BALBOA PARK,CITY OF SAN DIEGO,10,City,3326862.70243000006,11750.20615310000
0,26,26,CHOLLAS LAKE COMMUNITY PARK,CITY OF SAN DIEGO,10,City,367693.86310299998,2508.10795221000
0,0,0,MCAULIFFE COMMUNITY PARK,CITY OF SAN DIEGO,10,City,1458556.23267000006,8469.28593272000
0,377,377,PRESIDIO PARK,CITY OF SAN DIEGO,10,City,143523.80005100000,2333.56282783000
0,250,250,LOMITA PARK,CITY OF SAN DIEGO,10,City,180427.04027699999,1920.30947727000
0,113,113,BOONE PARK,CITY OF SAN DIEGO,10,City,192051.54951600000,1777.11685254000
0,337,337,OCEAN BEACH PARK,CITY OF SAN DIEGO,10,City,2385798.66528999992,11942.73967820000
0,0,0,SHELTER ISLAND SHORELINE PARK  (CENTRAL),PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,375053.71685600001,5758.68931871000
0,0,0,SHELTER ISLAND SHORELINE PARK (SOUTH),PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,238949.50143100001,6494.80863807000
0,0,0,SHELTER ISLAND SHORELINE PARK  (NORTH),PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,544661.75232299999,5326.11545334000
0,0,0,CORONADO TIDELANDS PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,1094406.87232999993,5471.79960729000
0,0,0,CORONADO SKATEPARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,23272.41449970000,839.74720278000
0,0,0,DUNES PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,51072.69036900000,1025.78899580000
0,0,0,SPANISH LANDING PARK (WEST),PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,368212.31954000000,5567.56170974000
0,0,0,SPANISH LANDING PARK (EAST),PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,411114.75988199998,5105.49362228000
0,0,0,CHULA VISTA BAYSIDE PARK & PIER,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,418897.12449600000,4725.59891287000
0,0,0,CESAR CHAVEZ PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,184082.49466999999,1762.73602675000
0,170,170,DEL MAR CITY BEACH,CITY OF DEL MAR,10,City,8884.99946823000,480.20732128400
0,358,358,PARK,CITY OF CORONADO,10,City,97309.23369630000,1900.01688993000
0,138,138,"CARSON, KIT PARK",CITY OF ESCONDIDO,10,City,4522476.09080000035,11209.13101480000
0,375,375,POWAY SPORTSPLEX,CITY OF POWAY,10,City,772583.23172699998,3727.31012858000
0,453,453,"TODD, BUDDY PARK",CITY OF OCEANSIDE,10,City,779065.79378499999,4194.00094078000
0,314,314,MORRO HILLS PARK,CITY OF OCEANSIDE,10,City,440604.28840800002,2721.07341723000
0,60,60,CHILDREN'S PARK,CITY OF SAN MARCOS,10,City,40008.15062740000,838.55128843700
0,212,212,IVEY RANCH PARK,CITY OF OCEANSIDE,10,City,628385.72063800006,3848.66204126000
0,139,139,CENTENNIAL PARK,CITY OF CORONADO,10,City,50850.67332490000,995.36375280700
0,450,450,TIERRASANTA COMMUNITY PARK,CITY OF SAN DIEGO,10,City,806220.05923899997,3730.66398043000
0,452,452,TIJUANA SLOUGH NATIONAL WILDLIFE REFUGE,CITY OF IMPERIAL BEACH,10,City,258175.96810000000,2117.61370073000
0,454,454,TORREY HIGHLANDS PARK,CITY OF SAN DIEGO,10,City,538522.76990600000,6019.90992997000
0,455,455,TORREY HILLS PARK,CITY OF SAN DIEGO,10,City,653127.37744299998,3828.90988094000
0,456,456,TORREY PINES CITY PARK,CITY OF SAN DIEGO,10,City,1112114.88953999989,6159.69359652000
0,457,457,TORREY PINES STATE RESERVE,CITY OF SAN DIEGO,10,City,416026.20165599999,2732.13875192000
0,458,458,TOURMALINE SURFING PARK,CITY OF SAN DIEGO,10,City,348158.11995399999,8973.95921321000
0,459,459,TOWNSITE PARK,CITY OF VISTA,10,City,195089.03396100001,1836.32099176000
0,460,460,TUXEDO PARK,CITY OF SAN DIEGO,10,City,241417.21678399999,2926.43903623000
0,461,461,TWIN TRAILS PARK,CITY OF SAN DIEGO,10,City,291471.80600500002,2438.50112063000
0,462,462,TYSON STREET PARK,CITY OF OCEANSIDE,10,City,459801.83031500003,4785.00643773000
0,464,464,UNIVERSITY VILLAGE PARK,CITY OF SAN DIEGO,10,City,174768.41595200001,1675.23620441000
0,466,466,VALLE VERDE NEIGHBORHOOD PARK,CITY OF POWAY,10,City,215934.54385900000,1870.86971536000
0,467,467,VETERANS PARK,CITY OF IMPERIAL BEACH,10,City,169903.20382900001,1836.47420810000
0,468,468,VETERANS PARK,CITY OF IMPERIAL BEACH,10,City,124931.89268600001,1766.23105431000
0,470,470,VIEWS WEST PARK,CITY OF SAN DIEGO,10,City,847173.67154699995,4171.80492324000
0,471,471,VILLA LA JOLLA PARK,CITY OF SAN DIEGO,10,City,252295.31857400000,2049.11973078000
0,472,472,VILLA MONTSERATE PARK,CITY OF SAN DIEGO,10,City,282575.19675100001,2245.79502556000
0,473,473,VILLA NORTE PARK,CITY OF SAN DIEGO,10,City,228075.20329100001,1971.37614750000
0,475,475,VISTA TERRACE PARK,CITY OF SAN DIEGO,10,City,289273.25997399999,2398.47572441000
0,476,476,VOYAGER PARK,CITY OF CHULA VISTA,10,City,489709.32779800001,3299.02692206000
0,478,478,"WEISS, MANDELL EASTGATE CITY PARK",CITY OF SAN DIEGO,10,City,452136.35838400002,3333.92987029000
0,480,480,WEST HILLS PARK,CITY OF SANTEE,10,City,327606.72163200000,2599.94581836000
0,481,481,WESTERN HILLS PARK,CITY OF SAN DIEGO,10,City,561420.14060599997,3328.16068856000
0,482,482,WESTSIDE PARK,CITY OF ESCONDIDO,10,City,102192.12566000001,1468.07123891000
0,483,483,WESTVIEW PARK,CITY OF SAN DIEGO,10,City,383477.08124099998,2471.55689400000
0,484,484,WHISPERING SANDS BEACH,CITY OF SAN DIEGO,10,City,532898.51715900004,11215.91663850000
0,487,487,MARIE WIDMAN MEMORIAL PARK,CITY OF SAN DIEGO,10,City,82188.66578420000,1126.96918208000
0,488,488,WILDWOOD PARK,CITY OF VISTA,10,City,83391.66364350000,1299.87187584000
0,489,489,"WILLIAMSON, BUB PARK",CITY OF VISTA,10,City,315053.83767099999,2734.17881429000
0,490,490,WINDANSEA BEACH,CITY OF SAN DIEGO,10,City,98028.39493359999,3003.20452676000
0,491,491,WINDWOOD PARK,CITY OF SAN DIEGO,10,City,52233.13204980000,1052.74305174000
0,2,2,LOS ALTOS PARK,CITY OF SAN DIEGO,10,City,448148.96371699998,2677.78653548000
0,153,153,COLINA DEL SOL COMMUNITY PARK,CITY OF SAN DIEGO,10,City,409029.12582999998,2720.34333666000
0,304,304,MISSION HILLS PARK,CITY OF SAN DIEGO,10,City,278458.79244699999,2102.35547778000
0,35,35,SILVER TERRACE MINI-PARK,CITY OF SAN DIEGO,10,City,68304.53919910001,1107.87949220000
0,369,369,PLUMOSA PARK,CITY OF SAN DIEGO,10,City,47744.86440090000,1208.33727316000
0,57,57,,CITY OF SAN DIEGO,10,City,472136.98968300002,3447.31551877000
0,146,146,HORTON PLAZA,CITY OF SAN DIEGO,10,City,19788.65621680000,599.01061609800
0,53,53,,CITY OF SAN DIEGO,10,City,112038.17677700000,2217.21495264000
0,310,310,MONTCLAIR PARK,CITY OF SAN DIEGO,10,City,205002.37493799999,1896.16069123000
0,279,279,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,128548.62814200000,3754.02546725000
0,0,0,KENSINGTON MINI PARK,CITY OF SAN DIEGO,10,City,19780.24998760000,958.48023517700
0,232,232,LA JOLLA STRAND PARK,CITY OF SAN DIEGO,10,City,146974.81246200000,3481.69442787000
0,42,42,,CITY OF SAN DIEGO,10,City,214423.80673000001,4301.94015425000
0,368,368,PENASQUITOS CREEK PARK,CITY OF SAN DIEGO,10,City,266211.03211199999,2119.17086717000
0,3,3,,CITY OF SAN DIEGO,10,City,14551.12585980000,567.19224343000
0,297,297,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,129268.77812700000,1470.06966192000
0,485,485,MARIE WIDMAN MEMORIAL PARK,CITY OF SAN DIEGO,10,City,60410.67038840000,990.20484809500
0,110,110,BIRD ROCK PARK,CITY OF SAN DIEGO,10,City,40225.51771850000,827.51414556300
0,196,196,GRANT HILL PARK,CITY OF SAN DIEGO,10,City,115349.13790800000,1592.37672163000
0,0,0,CHICANO PARK          651,CITY OF SAN DIEGO,10,City,6887.72099887000,439.07318570600
0,184,184,ENCANTO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,132322.76660599999,1439.08478477000
0,433,433,SPRING CANYON PARK,CITY OF SAN DIEGO,10,City,824649.18289199995,6027.10194272000
0,296,296,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,54302.30530100000,899.16176539300
0,86,86,BALBOA PARK,CITY OF SAN DIEGO,10,City,549928.04615399998,4933.25776064000
0,8,8,41ST STREET MINI-PARK,CITY OF SAN DIEGO,10,City,7002.75283518000,380.12197850000
0,282,282,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,388117.84211199998,2562.25299625000
0,271,271,MESA VIKING PARK,CITY OF SAN DIEGO,10,City,288970.21833200002,2195.08351019000
0,39,39,,CITY OF SAN DIEGO,10,City,24288.64412860000,651.89829137100
0,150,150,CLEATOR COMMUNITY PARK,CITY OF SAN DIEGO,10,City,729084.96191700001,5278.99764250000
0,228,228,LA JOLLA COMMUNITY PARK,CITY OF SAN DIEGO,10,City,146122.98131199999,1786.50457640000
0,32,32,PRESIDIO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,136541.20659600000,1874.20505477000
0,0,0,FORESTVIEW MINI-PARK,CITY OF SAN DIEGO,10,City,14292.33927900000,482.63868114600
0,446,446,TECOLOTE COMMUNITY PARK,CITY OF SAN DIEGO,10,City,966509.08881900006,8023.58035339000
0,0,0,NTC PARK,CITY OF SAN DIEGO,10,City,2182768.79461000022,11901.75000780000
0,315,315,MOUNT ACADIA PARK,CITY OF SAN DIEGO,10,City,332902.44458800001,2340.23513922000
0,423,423,SILVERWING PARK,CITY OF SAN DIEGO,10,City,567314.87611700001,3026.80948059000
0,0,0,CHICANO PARK,CITY OF SAN DIEGO,10,City,21277.80729490000,701.97916087100
0,89,89,BALBOA PARK,CITY OF SAN DIEGO,10,City,83595.39351959999,1399.60237406000
0,328,328,NORTH PARK COMMUNITY PARK,CITY OF SAN DIEGO,10,City,376150.46811999998,3229.91427389000
0,164,164,DAILARD PARK,CITY OF SAN DIEGO,10,City,200494.96427299999,1967.00796374000
0,274,274,MISSION BAY PARK,CITY OF SAN DIEGO,10,City,43394.15896860000,739.61534978000
0,443,443,SUNSET PARK,CITY OF LA MESA,10,City,174572.12294100001,3064.58095634000
0,444,444,SWEETWATER HEIGHTS PARK,CITY OF NATIONAL CITY,10,City,98003.46994500000,1387.88268632000
0,448,448,THIBODO PARK,CITY OF VISTA,10,City,381186.81490599999,2430.43252330000
0,115,115,"BOUGHER, HELEN PARK",CITY OF SAN MARCOS,10,City,65300.28526680000,1587.95801965000
0,0,0,GRAND CARIBE SHORELINE PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,113278.54005000000,2172.65392686000
0,50,50,,CITY OF DEL MAR,10,City,45982.98470170000,961.09511680200
0,173,173,"DENE, JESMOND PARK",CITY OF ESCONDIDO,10,City,291121.97468799999,3002.70267372000
0,474,474,VISTA LA MESA PARK,CITY OF LA MESA,10,City,116844.86028700000,1914.52110977000
0,562,562,EMBARCADERO MARINA PARK SOUTH,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,16695.97145110000,772.54056619300
0,224,224,KNOB HILL PARK,CITY OF SAN MARCOS,10,City,130287.33657299999,2069.40485375000
0,28,28,FIRE FIGHTERS PARK,CITY OF LEMON GROVE,10,City,13730.55948070000,473.83320080200
0,206,206,HOLIDAY PARK,CITY OF CARLSBAD,10,City,260291.43219100000,2616.65947815000
0,171,171,DEL MAR CITY BEACH,CITY OF DEL MAR,10,City,226510.49718400001,4827.12436851000
0,430,430,SPORTS PARK,CITY OF IMPERIAL BEACH,10,City,133881.82871500001,1463.86878296000
0,396,396,ROSE TEMPLE MEMORIAL PARK,CITY OF IMPERIAL BEACH,10,City,31035.91008090000,714.18361212400
0,0,0,CORONADO FERRY LANDING PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,156331.05478400001,3776.95979024000
0,0,0,CHULA VISTA BAYFRONT PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,401512.75345500000,3455.45020358000
0,0,0,CHULA VISTA MARINA VIEW PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,210625.82682399999,3566.90067115000
0,0,0,HARBOR ISLAND PARK,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,131138.04342400000,2892.33822990000
0,579,579,"LANE, FRANK PARK",JULIAN COMMUNITY SERVICE DISTRICT,29,Other Special Districts,71027.13341559999,1084.44499608000
0,0,0,PORTWOOD PIER PLAZA,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,55438.58344530000,1410.21457354000
0,0,0,EMBARCADERO MARINA PARK SOUTH,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,462863.83512599999,3892.30436699000
0,0,0,EMBARCADERO MARINA PARK NORTH,PORT OF SAN DIEGO,28,PORT OF SAN DIEGO,374046.81549700000,3417.32685951000
0,580,580,SPRING VALLEY COUNTY PARK,SPRING VALLEY PARK&REC  DISTRICT,29,Other Special Districts,266533.10588400002,2107.18602401000
0,581,581,LA JOLLA SHORES BEACH,STATE OF CALIFORNIA,30,State,241205.47379500000,5815.50590005000
0,0,0,DEL MAR MESA NBHD PARK,CITY OF SAN DIEGO,10,City,161788.42321899999,1784.37953013000
0,0,0,PRESIDIO PARK,CITY OF SAN DIEGO,10,City,30082.28180580000,1514.90166854000
0,582,582,,STATE OF CALIFORNIA,30,State,117673.71196600000,1504.93698264000
0,583,583,,STATE OF CALIFORNIA,30,State,82323.54480910000,1110.76649837000
0,584,584,,STATE OF CALIFORNIA,30,State,1492259.71958000003,7327.74850818000
0,585,585,CARDIFF STATE BEACH,STATE OF CALIFORNIA,30,State,993543.65900200000,12577.71755000000
